产品名称,CPU,CPU型号,CPU主频,最高睿频,操作系统,屏幕尺寸,物理分辨率,屏幕类型,内存容量,内存类型,内存频率,硬盘类型,硬盘容量,显卡类型,显示芯片,显存容量,显存类型,光驱类型,USB3.0,USB2.0,视频接口,音频接口,读卡器,type-c 接口,无线网卡,摄像头,键盘描述,尺寸,预装软件,图片列表,电池,重量,蓝牙,电源适配器,颜色,核心数,显示比例,RJ45(以太网口),杜比音效,扬声器,麦克风,指取设备,型号,USB3.1,其他接口,JBL音响,接口类型,硬盘转速,三级缓存,ThunderBolt 3.0,有线网卡,指纹识别,保修政策,质保时间,质保备注,内存插槽数量,外壳材质A面,摄像头像素,触控屏,增值服务,续航时间,外壳材质D面,内存最大支持容量
ThinkPad X1 Carbon 2018 笔记本电脑 20KH000BCD,第八代Kabylake智能英特尔® 酷睿™ i5 处理器,i5-8250U,1.6GHz,3.4GHz, Windows 10 家庭版 (联想推荐使用Windows 10 专业版),14.0英寸,1920x1080,IPS FHD LED背光显示屏,8GB,LPDDR3,2133MHz,SSD固态硬盘,512GB,集成显卡,英特尔® UHD 620显示芯片,,,无光驱,2个,,HDMI,耳机、麦克风二合一接口,,,Intel 8265AC,720p HD 摄像头,背光键盘,约15.95mm,正版office家庭和学生版2016,"['//p1.lefile.cn/product/adminweb/2018/02/28/LvEcMKelSo6jVUI5WWpdaJZun-3411.w84.jpg', '//p2.lefile.cn/product/adminweb/2018/02/28/DQv7vbSJJewePm51OdXG5iqo9-5037.w84.jpg', '//p2.lefile.cn/product/adminweb/2018/02/28/1RJHsYzBTyDeTUlLCGgnQxFjs-5288.w84.jpg', '//p4.lefile.cn/product/adminweb/2018/02/28/YIpkKgaQB2UKxObHYcquOCIJu-4835.w84.jpg', '//p1.lefile.cn/product/adminweb/2018/02/28/KaEGcOkSZi55Qc5guwb20lFRD-6255.w84.jpg', '//p2.lefile.cn/product/adminweb/2018/03/01/T4Y0OTcsZ7LyCqihItZrjwtFN-6241.w84.jpg']",57Wh,约1.13kg,BT4.1,65W,黑色,,16:9,,,内置扬声器,内置麦克风,多点触摸板 Trackpoint指点杆,,,,,,,6MB,2个,,按压式指纹识别,全国联保，享受三包服务,1年,1年部件和人工 ，客户送修,,高强度碳纤维,,,,,,
ThinkPad X1 Carbon 2018 笔记本电脑 20KHA00GCD,第八代Kabylake智能英特尔® 酷睿™ i7 处理器,i7-8550U,1.8GHz,4.0GHz,Windows 10 专业版,14.0英寸,1920x1080,IPS FHD LED背光触控显示屏,16GB,LPDDR3,2133MHz,SSD固态硬盘,1TB,集成显卡,英特尔® UHD 620显示芯片,,,无光驱,2个,,HDMI,耳机、麦克风二合一接口,,,Intel 8265AC,红外摄像头,背光键盘,约15.95mm,,"['//p1.lefile.cn/product/adminweb/2018/02/28/LvEcMKelSo6jVUI5WWpdaJZun-3411.w84.jpg', '//p2.lefile.cn/product/adminweb/2018/02/28/1RJHsYzBTyDeTUlLCGgnQxFjs-5288.w84.jpg', '//p1.lefile.cn/product/adminweb/2018/02/28/KaEGcOkSZi55Qc5guwb20lFRD-6255.w84.jpg', '//p4.lefile.cn/product/adminweb/2018/02/28/YIpkKgaQB2UKxObHYcquOCIJu-4835.w84.jpg', '//p2.lefile.cn/product/adminweb/2018/03/01/s9FMG5Hi4jsirlXW3hr123Ur4-0129.w84.jpg', '//p3.lefile.cn/product/adminweb/2018/02/28/DQv7vbSJJewePm51OdXG5iqo9-5037.w84.jpg']",57Wh,约1.13kg,BT4.1,65W,黑色,,16:9,,,内置扬声器,内置麦克风,多点触摸板 Trackpoint指点杆,,,,,,,8MB,2个,,按压式指纹识别,全国联保，享受三包服务,1年,1年部件和人工 ，客户送修,,高强度碳纤维,,,,,,
ThinkPad E580 笔记本电脑 20KS002MCD,第八代Kabylake智能英特尔® 酷睿™ i7 处理器,i7-8550U,1.8GHz,4.0GHz, Windows 10 家庭版 (联想推荐使用Windows 10 专业版),15.6英寸,1920x1080,IPS FHD LED背光显示屏,8GB,DDR4,2400Mhz,机械硬盘+固态硬盘,1TB+128GB SSD,独立显卡,AMD Radeon™ RX550,2GB,GDDR5,无光驱,2个,1个,HDMI,耳机、麦克风二合一接口,Micro SD,有,802.11AC,720p HD 摄像头,背光键盘,约19.9 x 369 x 252mm,正版office家庭和学生版2016,"['//p1.lefile.cn/product/adminweb/2018/01/14/UI5wZJsqjcJo7pEB23jjSLpUU-8757.w84.jpg', '//p2.lefile.cn/product/adminweb/2018/01/14/uLrUlym9lYEwMNaMJVEQmIE5m-1070.w84.jpg', '//p3.lefile.cn/product/adminweb/2018/01/14/edJJLtmU8B2JdWDlKlN7FqgLJ-1180.w84.jpg', '//p3.lefile.cn/product/adminweb/2018/01/14/KpbAvL6hHJeBtsFrVmlgNXtpj-0201.w84.jpg', '//p4.lefile.cn/product/adminweb/2018/01/14/XOtu0d9a1gQuV1ceQyrf8MPxi-1029.w84.jpg', '//p4.lefile.cn/product/adminweb/2018/01/15/qkJIM0kpevFx65GuBmqIEab8A-0020.w84.jpg']",45Wh,约2.12kg,BT4.1,,黑色,四核,16:9,1个,,内置扬声器,内置麦克风,多点触摸板 Trackpoint指点杆,,,,,SATA 串行, 5400rpm,8MB,,,,全国联保，享受三包服务,1年,1年部件和人工 ，客户送修,2,金属,,,,,,
ThinkPad E470 笔记本电脑 20H1001TCD, 第七代Kabylake智能英特尔® 酷睿™ i5 处理器,i5-7200U,2.5GHz,3.1GHz, Windows 10 家庭版 (联想推荐使用Windows 10 专业版),14.0英寸,1366x768,HD LED 背光显示屏,8GB,DDR4,2133MHz,SSD固态硬盘,256GB,独立显卡, NVIDIA Geforce 920M,2GB,DDR3,无光驱,2个,1个,HDMI,耳机、麦克风二合一接口,4合1读卡器,,有,720p HD 摄像头,全尺寸键盘,,,"['//p1.lefile.cn/product/adminweb/2016/12/26/dpGoifmWgHc8zVmcy74HaRJU6-8119.w84.jpg', '//p3.lefile.cn/product/adminweb/2016/12/26/rcFNSlGQrACzDO7cerhu6HgQs-2815.w84.jpg', '//p2.lefile.cn/product/adminweb/2016/12/26/ll4rtkZI8PrLh6tl8YmZUyp5X-6752.w84.jpg', '//p4.lefile.cn/product/adminweb/2016/12/26/7YEGmdSOFHdFmMsoYJ27nXN85-0575.w84.jpg', '//p2.lefile.cn/product/adminweb/2016/12/26/9OKdMvmDkTbvgfjse4VMq9cQI-4837.w84.jpg', '//p2.lefile.cn/product/adminweb/2016/12/26/L5P5Wjc94tZYTf7zpCBv9Nf6E-1030.w84.jpg']",45Wh,1.9kg,BT4.1,,石墨黑,,16:9,1个,杜比先进音频,内置扬声器,内置麦克风,多点触摸板 Trackpoint指点杆,,,,,,,3MB,,,,全国联保，享受三包服务,1年,1年部件和人工 ，客户送修,,,,,,,,
ThinkPad New S2 Yoga 2018 黑色 20L2A002CD,第八代Kabylake智能英特尔® 酷睿™ i7 处理器,i7-8550U,1.8GHz,4.0GHz, Windows 10 家庭版 (联想推荐使用Windows 10 专业版),13.3英寸,1920x1080,IPS FHD LED背光显示屏,16GB,DDR4,2400Mhz,SSD固态硬盘,512GB,集成显卡,英特尔® UHD 620显示芯片,,,,2个,,HDMI,耳机、麦克风二合一接口,Micro SD,2个,Intel 8265AC,720p HD 摄像头,全尺寸背光键盘,约18.8mm,正版office家庭和学生版2016,"['//p3.lefile.cn/product/adminweb/2018/03/01/gI9taODHhn37qZ6iwvZETCsMk-7028.w84.jpg', '//p3.lefile.cn/product/adminweb/2018/03/01/AoYs6OunflaRMOryqDtxRcAOK-7131.w84.jpg', '//p2.lefile.cn/product/adminweb/2018/03/01/4VgLBJ00yC7I3gHQZMpcwmPUP-7146.w84.jpg', '//p1.lefile.cn/product/adminweb/2018/03/01/rhCa2VLvTvppH9azdDn6fvg16-7363.w84.jpg', '//p3.lefile.cn/product/adminweb/2018/03/01/XHZlbTyXK3LYwnC7tytoHZNs3-7486.w84.jpg', '//p3.lefile.cn/product/adminweb/2018/03/01/MlNATbZXHUVyAMunTM334jsuE-7501.w84.jpg', '//p3.lefile.cn/product/adminweb/2018/03/01/JDzFOwZTMJ8PqWevMUhBn8Pdy-6633.w84.jpg']",45Wh,约1.56kg,BT4.1,65W,黑色,,16:9,Mini RJ45,,内置扬声器,内置麦克风,多点触摸板 Trackpoint指点杆,,,,,,,8MB,,,,全国联保，享受三包服务,1年,1年部件和人工 ，客户送修,,,,支持,1年意外保护④,,,
ThinkPad R480 笔记本电脑 20KRA00WCD, 第七代Kabylake智能英特尔® 酷睿™ i3 处理器,i3-7020U,2.3GHz,, Windows 10 家庭版 (联想推荐使用Windows 10 专业版),14.0英寸,1366x768,HD LED 背光显示屏,4GB,DDR4,2133MHz,机械硬盘,500GB,集成显卡, 英特尔® HD 620显示芯片,,,无光驱,2个,1个,HDMI,耳机、麦克风二合一接口,Micro SD,1个,802.11AC,720p HD 摄像头,全尺寸键盘,约19.9 x 329 x 242mm ,,"['//p2.lefile.cn/product/adminweb/2017/12/20/HohCiDy1uJZ21bbCPYxWmikOt-8512.w84.jpg', '//p1.lefile.cn/product/adminweb/2017/12/20/uuRs54PuDrTIRbvU2jbUl0qQj-8566.w84.jpg', '//p2.lefile.cn/product/adminweb/2017/12/20/DQu3LDEPszbsSYHCaNEDYCDPb-8567.w84.jpg', '//p1.lefile.cn/product/adminweb/2017/12/20/qXdN9t7d7PGzSxA9l52E6Snof-9009.w84.jpg', '//p2.lefile.cn/product/adminweb/2017/12/20/CwIBW4r0qCPapw1JA42R24X8b-8992.w84.jpg', '//p2.lefile.cn/product/adminweb/2018/05/07/mR06vWPN5nSa7yi4yHUrQz0dc-5116.w84.jpg']",45Wh,,BT4.1,,黑色,双核,16:9,1个,,内置扬声器,内置麦克风,多点触摸板 Trackpoint指点杆,,,,,SATA 串行,7200rpm,3MB,,有,按压式指纹识别,全国联保，享受三包服务,1年,1年部件和人工 ，客户送修,,金属,,,1年全国86城市上门，1年意外保护，1年数据拯救,,,
小新 潮7000 14.0英寸轻薄笔记本 花火银 80X3000QCD, 第七代Kabylake智能英特尔® 酷睿™ i5 处理器,i5-7200U,2.5 GHz,3.1 GHz,Windows 10 家庭中文版,14.0英寸,1920x1080,全高清IPS屏幕,8GB,DDR4,,机械硬盘+固态硬盘,1TB+128GB SSD,独立显卡, NVIDIA GeForce 940MX,2GB,GDDR5,无光驱,1个,1个,HDMI,耳机、麦克风二合一接口,4合1读卡器,有,有,720p HD 摄像头,背光键盘,327.4x236.5x19.3 mm,正版office家庭和学生版2016,"['//p2.lefile.cn/product/adminweb/2018/03/22/LR7r2htN2n46q67XQYtq1fISu-9716.w84.jpg', '//p4.lefile.cn/product/adminweb/2018/03/22/0ZOnTru9ed4kRmJu8WZqrC7mA-9730.w84.jpg', '//p4.lefile.cn/product/adminweb/2018/03/22/pSzrcFZ1csAqsfRFPCv7O4sZJ-9737.w84.jpg', '//p4.lefile.cn/product/adminweb/2017/04/14/3pZAJ807gbMlC3HjMW4AhdZat-2363.w84.jpg', '//p1.lefile.cn/product/adminweb/2017/04/14/lonBNP2ZMJD6DIA7N4eAAnukb-3720.w84.jpg', '//p2.lefile.cn/product/adminweb/2017/04/14/nQ7t5WaUpC8eUGWfKdTP5GYa1-6548.w84.jpg']",52.5Wh,1.69Kg,,,银色,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ThinkPad T480s 笔记本电脑 20L7002LCD,第八代Kabylake智能英特尔® 酷睿™ i5 处理器,i5-8250U,1.6GHz,3.4GHz, Windows 10 家庭版 (联想推荐使用Windows 10 专业版),14.0英寸,1920x1080,IPS FHD LED背光显示屏,8GB,DDR4,2400Mhz,SSD固态硬盘,256GB,独立显卡,NVIDIA GeForce MX150,2GB,DDR5,,2个,,HDMI,耳机、麦克风二合一接口,,1个,Intel 8265AC,720p HD 摄像头,背光键盘,约18.45mm,正版office家庭和学生版2016,"['//p4.lefile.cn/product/adminweb/2018/03/01/CM1eTIj4iYwKRxavy9EY1QQMT-0742.w84.jpg', '//p2.lefile.cn/product/adminweb/2018/03/01/6lx3VL7nhEHeOLFXRcsWtfpiV-0743.w84.jpg', '//p1.lefile.cn/product/adminweb/2018/03/01/B2VFEp3I95CWPZd5Cp5sapEJQ-1165.w84.jpg', '//p4.lefile.cn/product/adminweb/2018/03/01/atl3o7Ur44zMWwuFpA17OPBbn-6490.w84.jpg', '//p4.lefile.cn/product/adminweb/2018/03/01/Xpb9iYr2gaAjcTnkiYGvlXqDs-1131.w84.jpg', '//p4.lefile.cn/product/adminweb/2018/03/01/crUKX8fDqyvr9TAKvh0KM4lFH-0649.w84.jpg']",57Wh,约1.32kg,BT4.1,,,,16:9,1个,,内置扬声器,内置麦克风,多点触摸板 Trackpoint指点杆,,,扩展坞（CS18）接口,,,,6MB,1个,,有,全国联保，享受三包服务,1年,1年部件和人工 ，客户送修,,碳纤维复合材质,,,,,,
ThinkPad E580 笔记本电脑 20KSA00FCD,第八代Kabylake智能英特尔® 酷睿™ i5 处理器,i5-8250U,1.6GHz,3.4GHz, Windows 10 家庭版 (联想推荐使用Windows 10 专业版),15.0英寸,1920x1080,IPS FHD LED背光显示屏,8GB,DDR4,2400Mhz,机械硬盘+固态硬盘,1TB+128GB SSD,独立显卡,AMD Radeon™ RX550,2GB,GDDR5,无光驱,2个,1个,HDMI,耳机、麦克风二合一接口,Micro SD,有,802.11AC,720p HD 摄像头,全尺寸键盘,约19.9 x 369 x 252mm,正版office家庭和学生版2016,"['//p1.lefile.cn/product/adminweb/2018/01/14/UI5wZJsqjcJo7pEB23jjSLpUU-8757.w84.jpg', '//p2.lefile.cn/product/adminweb/2018/01/14/uLrUlym9lYEwMNaMJVEQmIE5m-1070.w84.jpg', '//p3.lefile.cn/product/adminweb/2018/01/14/edJJLtmU8B2JdWDlKlN7FqgLJ-1180.w84.jpg', '//p4.lefile.cn/product/adminweb/2018/01/14/KpbAvL6hHJeBtsFrVmlgNXtpj-0201.w84.jpg', '//p3.lefile.cn/product/adminweb/2018/01/14/XOtu0d9a1gQuV1ceQyrf8MPxi-1029.w84.jpg', '//p2.lefile.cn/product/adminweb/2018/01/15/qkJIM0kpevFx65GuBmqIEab8A-0020.w84.jpg']",45Wh,约2.1kg,BT4.1,,黑色,四核,16:9,1个,,内置扬声器,内置麦克风,多点触摸板 Trackpoint指点杆,,,,,, 5400rpm,6MB,,,,全国联保，享受三包服务,1年,1年部件和人工 ，客户送修,2,金属,,,,,,
YOGA 5 Pro-13IKB（YOGA 910）13.9英寸触控笔记本 灰色 80VF001XCD, 第七代Kabylake智能英特尔® 酷睿™ i5 处理器,i5-7200U,2.5 GHz,3.1 GHz,Windows 10 家庭中文版,13.9英寸,1920x1080,三边窄边框全高清IPS触控屏,8GB,DDR4,,SSD固态硬盘,256GB,集成显卡,,,,无光驱,,,,,,,有,720p HD 摄像头,背光键盘,厚度14.3mm,正版office家庭和学生版2016,"['//p1.lefile.cn/product/adminweb/2016/11/09/l8GUunpVD0sSxku4dUPplpdBm-8481.w84.jpg', '//p1.lefile.cn/product/adminweb/2016/11/09/zQm3FlErYf6SSU22R2tSN3sk9-8481.w84.jpg', '//p2.lefile.cn/product/adminweb/2016/11/09/s1XgolxZ1HGTJvLms3FPiElVl-8496.w84.jpg', '//p4.lefile.cn/product/adminweb/2016/11/09/jDiv3SoYVIL4pcx0rg0HFemYd-9283.w84.jpg', '//p2.lefile.cn/product/adminweb/2016/11/09/aTrgyAW33F6E8m1kz3iUB9h3Y-9283.w84.jpg', '//p2.lefile.cn/product/adminweb/2016/11/10/WQqP6zNNlsAqNpufnSdYdZ9kn-5689.w84.jpg', '//p2.lefile.cn/product/adminweb/2016/11/10/AhT031fsTBogKPfrbqFRq1SrR-5688.w84.jpg']",78Wh,重量1.38Kg,,100-240V自适应交流电源适配器,,双核,16:9,,,,,,YOGA910-13IKB,,,,,,,,,有,,,,,,,支持,,,,
ideapad 320S-15IKB 15.6英寸笔记本 银色 80X50051CD, 第七代Kabylake智能英特尔® 酷睿™ i5 处理器,i5-7200U,2.5 GHz,3.1 GHz,Windows 10 家庭中文版,15.6英寸,1920x1080,高清屏幕,8GB,DDR4,,机械硬盘,1TB,独立显卡, NVIDIA Geforce 920MX,2GB,GDDR5,无光驱,1个,1个,HDMI,耳机、麦克风二合一接口,4合1读卡器,有,有,,,,正版office家庭和学生版2016,"['//p4.lefile.cn/product/adminweb/2017/11/29/RTaBESPM1H8A3qT1pJzsGZL1M-0653.w84.jpg', '//p4.lefile.cn/product/adminweb/2017/11/29/dWIV8akjlMMzapm9dxnJYwCKR-0624.w84.jpg', '//p3.lefile.cn/product/adminweb/2017/11/29/QL2JsEriUnXG6iXYO6psnY9JG-0078.w84.jpg', '//p4.lefile.cn/product/adminweb/2017/11/29/vuvrOgVt32oG0SzmSqDcfuJKl-0075.w84.jpg', '//p4.lefile.cn/product/adminweb/2017/11/29/Dw1lUnUHQDTzv02r46dwbr9BX-0078.w84.jpg', '//p4.lefile.cn/product/adminweb/2017/08/02/A4P2jdqHQdvs4NUxC1tCXM1Zq-5446.w84.jpg']",30Wh,1.89Kg,,100-240V自适应交流电源适配器,,,16:9,,,,,,,,,,,,,,,,,,,,,,,,,,
拯救者 Y720-15IKB 15.6英寸游戏笔记本 黑色 80Y40007CD,第七代Kabylake智能英特尔® 酷睿™ i7 处理器,i7-7700HQ,2.8 GHz,3.8 GHz,Windows 10 家庭中文版,15.6英寸,,全高清IPS屏幕,8GB,,,机械硬盘+固态硬盘,1TB+128GB SSD,独立显卡,NVIDIA Geforce GTX 1060,6GB,DDR5,无光驱,2个,1个,HDMI,耳机、麦克风二合一接口,,有,有,,,,正版office家庭和学生版2016,"['//p2.lefile.cn/product/adminweb/2017/07/21/yHuwr9nylmW93krZguK7YALp9-7838.w84.jpg', '//p4.lefile.cn/product/adminweb/2017/06/09/9PNbVg8O5mEnyXtdzdl3HXLAd-1459.w84.jpg', '//p3.lefile.cn/product/adminweb/2017/06/09/TsRiE4DyxYXeZx4pzMt64YDU9-1491.w84.jpg', '//p3.lefile.cn/product/adminweb/2017/06/09/MBjTVXOgk2EBLJpuiuE5nj8Nv-1526.w84.jpg', '//p4.lefile.cn/product/adminweb/2017/06/09/pJdnoNQGa0R1ncKhJPDRkxRnh-1935.w84.jpg', '//p4.lefile.cn/product/adminweb/2017/06/09/YrtJnMMfkN2s4KxKFUttfAR26-1963.w84.jpg', '//p1.lefile.cn/product/adminweb/2017/06/09/KmUjIeXVDXJ7aFbzVmZSImOsI-8282.w84.jpg']",,3.2Kg,,,,,,1个,,,,,,,,,,,,,,,,,,,,,,,,,
小新 潮7000 14.0英寸轻薄笔记本 火花金 81BM0000CD,第八代Kabylake智能英特尔® 酷睿™ i5 处理器,i5-8250U,1.6 GHz,3.4 GHz,Windows 10 家庭中文版,14.0英寸,1920x1080,全高清IPS屏幕,8GB,DDR4,,机械硬盘+固态硬盘,1TB+128GB SSD,独立显卡, NVIDIA GeForce 940MX,2GB,GDDR5,无光驱,1个,1个,HDMI,耳机、麦克风二合一接口,4合1读卡器,有,有,720p HD 摄像头,背光键盘,,正版office家庭和学生版2016,"['//p4.lefile.cn/product/adminweb/2017/05/12/7nxCnXVXPJznJt3eeSSjlHJRK-3191.w84.jpg', '//p4.lefile.cn/product/adminweb/2017/05/12/wPyzpdz2g9z80viPiEVruC7qt-3246.w84.jpg', '//p2.lefile.cn/product/adminweb/2018/03/22/mD20D1cAZoCWYmWjv6nRwItfp-0038.w84.jpg', '//p4.lefile.cn/product/adminweb/2017/05/12/44CnCdlV4t0x2yjGS7yWVQsb4-3614.w84.jpg', '//p2.lefile.cn/product/adminweb/2017/05/12/TtG4hePnLr2vgzk37udKNg2Dg-3616.w84.jpg', '//p2.lefile.cn/product/adminweb/2017/04/14/nQ7t5WaUpC8eUGWfKdTP5GYa1-6548.w84.jpg']",52.5Wh,1.69Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
小新 潮7000 14.0英寸轻薄笔记本 樱花粉 81BM0001CD,第八代Kabylake智能英特尔® 酷睿™ i5 处理器,i5-8250U,1.6 GHz,3.4 GHz,Windows 10 家庭中文版,14.0英寸,1920x1080,全高清IPS屏幕,8GB,DDR4,,机械硬盘+固态硬盘,1TB+128GB SSD,独立显卡, NVIDIA GeForce 940MX,2GB,GDDR5,无光驱,1个,1个,HDMI,耳机、麦克风二合一接口,4合1读卡器,有,有,720p HD 摄像头,背光键盘,,正版office家庭和学生版2016,"['//p1.lefile.cn/product/adminweb/2017/09/10/41vZ5JnhZIM6pcrPnogRhTIsD-6011.w84.jpg', '//p3.lefile.cn/product/adminweb/2017/09/10/YPdNJnZotCwgjLUFQeDbUJ2uh-3830.w84.jpg', '//p3.lefile.cn/product/adminweb/2017/09/10/0nhMOdtNFldrpMsW1V6mjAbsG-3459.w84.jpg', '//p3.lefile.cn/product/adminweb/2017/09/10/N6aqfuMLHfFiIP6mPSuCjmqSm-3696.w84.jpg', '//p1.lefile.cn/product/adminweb/2017/04/14/nQ7t5WaUpC8eUGWfKdTP5GYa1-6548.w84.jpg']",52.5Wh,1.69Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ThinkPad P51 笔记本电脑 20HHA005CD,第七代Kabylake智能英特尔® 酷睿™ i7 处理器,i7-7700HQ,2.8GHz,3.8GHz, Windows 10 家庭版 (联想推荐使用Windows 10 专业版),15.6英寸,1920x1080,IPS FHD LED背光显示屏,8GB,DDR4,2400Mhz,SSD固态硬盘,256GB,独立显卡,NVIDIA® Quadro® M1200M,4GB,GDDR5,无光驱,4个,,HDMI,,4合1读卡器,,Intel 8265AC,720p HD 摄像头,背光键盘/数字小键盘,,无,"['//p1.lefile.cn/product/adminweb/2017/12/22/ls5oq2PEMYX3zaqZ0SON9oyfw-1943.w84.jpg', '//p3.lefile.cn/product/adminweb/2017/12/22/x6KKhx6DqrUwkj1Egp5sLQWxZ-1511.w84.jpg', '//p1.lefile.cn/product/adminweb/2017/12/22/cmsIPesnbwKnmF8CFjceeHQ6Y-1651.w84.jpg', '//p4.lefile.cn/product/adminweb/2017/12/22/5ymG9EWasbCTz6uD6gFQNVcqY-1639.w84.jpg', '//p4.lefile.cn/product/adminweb/2017/12/22/7gRXPf5DNMAUaLesYznywKpKc-2103.w84.jpg', '//p4.lefile.cn/product/adminweb/2017/12/22/ryivtXd7pIqVSaCe9qW1okb60-6204.w84.jpg']",90Whr,,BT4.1,,,,16:9,1个,,内置扬声器,内置麦克风,多点触摸板 Trackpoint指点杆,,,MiniDP,,,,6MB,1个,有,按压式指纹识别,全国联保，享受三包服务,3年,3年部件和人工，客户送修,,,,, 1年上门服务，1年数据拯救，1年意外保护,,,
ThinkPad T480s 笔记本电脑 20L7002XCD,第八代Kabylake智能英特尔® 酷睿™ i7 处理器,i7-8550U,1.8GHz,4.0GHz, Windows 10 家庭版 (联想推荐使用Windows 10 专业版),14.0英寸,1920x1080,IPS FHD LED背光显示屏,8GB,DDR4,2400Mhz,SSD固态硬盘,256GB,独立显卡,NVIDIA GeForce MX150,2GB,DDR5,,2个,,HDMI,耳机、麦克风二合一接口,,1个,Intel 8265AC,720p HD 摄像头,背光键盘,约18.45mm,正版office家庭和学生版2016,"['//p4.lefile.cn/product/adminweb/2018/03/01/crUKX8fDqyvr9TAKvh0KM4lFH-0649.w84.jpg', '//p2.lefile.cn/product/adminweb/2018/03/01/6lx3VL7nhEHeOLFXRcsWtfpiV-0743.w84.jpg', '//p3.lefile.cn/product/adminweb/2018/03/01/CM1eTIj4iYwKRxavy9EY1QQMT-0742.w84.jpg', '//p2.lefile.cn/product/adminweb/2018/03/01/Xpb9iYr2gaAjcTnkiYGvlXqDs-1131.w84.jpg', '//p3.lefile.cn/product/adminweb/2018/03/01/B2VFEp3I95CWPZd5Cp5sapEJQ-1165.w84.jpg', '//p3.lefile.cn/product/adminweb/2018/03/01/atl3o7Ur44zMWwuFpA17OPBbn-6490.w84.jpg']",57Wh,约1.32kg,BT4.1,,,,16:9,1个,,内置扬声器,内置麦克风,多点触摸板 Trackpoint指点杆,,,扩展坞（CS18）接口,,,,8MB,1个,,有,全国联保，享受三包服务,1年,1年部件和人工 ，客户送修,,碳纤维复合材质,,,,,,
ideapad 720S-13IKB 13.3英寸笔记本 黑色 81BV0067CD,第八代Kabylake智能英特尔® 酷睿™ i5 处理器,i5-8250U,1.6 GHz,3.4 GHz,Windows 10 家庭中文版,13.3英寸,1920x1080,,4GB,DDR4,,SSD固态硬盘,256GB,集成显卡,,,,无光驱,2个,,,耳机、麦克风二合一接口,,2个,有,,背光键盘,305.9x213.82x13.6mm,正版office家庭和学生版2016,"['//p2.lefile.cn/product/adminweb/2017/10/25/6i2EzNhMuUSwgvKcnSRhk7ixC-4317.w84.jpg', '//p2.lefile.cn/product/adminweb/2017/10/25/Har9mY57oMEjl8A2G0uGoHmzV-4414.w84.jpg', '//p3.lefile.cn/product/adminweb/2017/10/25/r1hTctM12n1DOdpiYrExWUAMs-4420.w84.jpg', '//p2.lefile.cn/product/adminweb/2017/10/25/qzZVMMeaxN8Fcb58YbP5LoVFO-4845.w84.jpg', '//p1.lefile.cn/product/adminweb/2017/10/25/g3QraU799G5s6xdfE6FdJOY7Y-4864.w84.jpg', '//p2.lefile.cn/product/adminweb/2017/10/24/07893DsMrzTg9gra1zfmcIYN2-3700.w84.jpg']",48.0Whr,1.14kg,,100-240V自适应交流电源适配器,,,16:9,,,,,,,,,,,,,,,,,,,,,,,,,,
ThinkPad T480 笔记本电脑 20L5A01LCD,第八代Kabylake智能英特尔® 酷睿™ i7 处理器,i7-8550U,1.8GHz,4.0GHz, Windows 10 家庭版 (联想推荐使用Windows 10 专业版),14.0英寸,1366x768,HD LED 背光显示屏,8GB,DDR4,2400Mhz,机械硬盘,1TB,独立显卡,NVIDIA GeForce MX150,2GB,DDR5,无光驱,2个,,HDMI,耳机、麦克风二合一接口,4合1读卡器,1个,Intel 8265AC,720p HD 摄像头,全尺寸键盘,,正版office家庭和学生版2016,"['//p4.lefile.cn/product/adminweb/2018/02/28/6f3KyYR65klc0yUKes34SZ0W1-9027.w84.jpg', '//p1.lefile.cn/product/adminweb/2018/02/28/g7FsOaqQ2pUo65oZJASsukVSz-7662.w84.jpg', '//p3.lefile.cn/product/adminweb/2018/02/28/apgA3MmzAI0boVTZiS0weEtgd-8713.w84.jpg', '//p4.lefile.cn/product/adminweb/2018/02/28/cFcYU94Qpd1KEKOggETmbgUEm-0499.w84.jpg', '//p4.lefile.cn/product/adminweb/2018/02/28/PTnLoIyZk4ql72ER1HbTUlEES-4019.w84.jpg', '//p4.lefile.cn/product/adminweb/2018/03/01/hCzn1jgId6WfezwVPjFb2en0k-2611.w84.jpg']",内置24Whr+后置24Whr,,BT4.1,,,,16:9,1个,,内置扬声器,内置麦克风,多点触摸板 Trackpoint指点杆,,,扩展坞（CS18）接口,,SATA 串行, 5400rpm,8MB,1个,有,有,全国联保，享受三包服务,1年,1年部件和人工 ，客户送修,,,,,,,,
